uid,variant_number,dt,signup_date
1627,0,2019-02-06,2018-11-22
1628,0,2019-02-06,2016-08-13
1629,0,2019-02-06,2018-10-27
1630,0,2019-02-06,2016-12-15
1631,0,2019-02-06,2019-01-14
1632,0,2019-02-06,2017-06-04
1633,0,2019-02-06,2015-06-13
1634,0,2019-02-06,2019-02-03
1635,0,2019-02-06,2017-01-03
1636,0,2019-02-06,2018-07-27
1637,0,2019-02-06,2016-03-28
1638,0,2019-02-06,2019-01-13
1639,0,2019-02-06,2017-10-08
1640,0,2019-02-06,2017-08-02
1641,0,2019-02-06,2013-10-04
1642,0,2019-02-06,2016-06-06
1643,0,2019-02-06,2017-11-27
1644,0,2019-02-06,2015-05-28
1645,0,2019-02-06,2017-02-02
1646,0,2019-02-06,2018-05-31
1647,0,2019-02-06,2017-04-21
1648,0,2019-02-06,2019-02-02
1649,0,2019-02-06,2018-07-16
1650,0,2019-02-06,2018-09-28
1651,0,2019-02-06,2018-11-16
1652,0,2019-02-06,2017-01-07
1653,0,2019-02-06,2016-10-22
1654,0,2019-02-06,2016-09-29
1655,0,2019-02-06,2015-11-23
1656,0,2019-02-06,2019-01-13
1657,0,2019-02-06,2018-11-09
1658,0,2019-02-06,2016-11-29
1659,0,2019-02-06,2019-02-03
1660,0,2019-02-06,2018-04-13
1661,0,2019-02-06,2017-12-17
1662,0,2019-02-06,2019-01-29
1663,0,2019-02-06,2017-06-17
1664,0,2019-02-06,2016-07-28
1665,0,2019-02-06,2016-04-12
1666,0,2019-02-06,2017-01-12
1667,0,2019-02-06,2015-05-03
1668,0,2019-02-06,2019-01-13
1669,0,2019-02-06,2015-05-06
1670,0,2019-02-06,2017-07-16
1671,0,2019-02-06,2013-04-26
1672,0,2019-02-06,2015-09-27
1673,0,2019-02-06,2014-10-09
1674,0,2019-02-06,2017-06-25
1675,0,2019-02-06,2018-07-03
1676,0,2019-02-06,2017-08-08
1677,0,2019-02-06,2015-12-06
1678,0,2019-02-06,2017-08-11
1679,0,2019-02-06,2018-09-29
1680,0,2019-02-06,2017-07-17
1681,0,2019-02-06,2016-10-02
1682,0,2019-02-06,2017-06-09
1683,0,2019-02-06,2016-06-03
1684,0,2019-02-06,2019-01-08
1685,0,2019-02-06,2017-09-23
1686,0,2019-02-06,2018-11-01
1687,0,2019-02-06,2016-05-02
1688,0,2019-02-06,2017-07-02
1689,0,2019-02-06,2019-01-07
1690,0,2019-02-06,2015-08-21
1691,0,2019-02-06,2016-09-20
1692,0,2019-02-06,2018-07-25
1693,0,2019-02-06,2018-05-09
1694,0,2019-02-06,2013-05-31
1695,0,2019-02-06,2011-09-27
1696,0,2019-02-06,2019-01-14
1697,0,2019-02-06,2017-08-15
1698,0,2019-02-06,2018-06-25
1699,0,2019-02-06,2016-08-21
1700,0,2019-02-06,2018-02-26
1701,0,2019-02-06,2017-05-16
1702,0,2019-02-06,2018-07-14
1703,0,2019-02-06,2015-04-10
1704,0,2019-02-06,2017-03-09
1705,0,2019-02-06,2017-07-20
1706,0,2019-02-06,2018-06-06
1707,0,2019-02-06,2014-05-01
1708,0,2019-02-06,2019-01-15
1709,0,2019-02-06,2018-07-14
1710,0,2019-02-06,2018-09-21
1711,0,2019-02-06,2016-09-27
1712,0,2019-02-06,2018-05-09
1713,0,2019-02-06,2019-01-07
1714,0,2019-02-06,2017-07-19
1715,0,2019-02-06,2018-09-07
1716,0,2019-02-06,2019-01-24
1717,0,2019-02-06,2018-03-22
1718,0,2019-02-06,2018-12-16
1719,0,2019-02-06,2019-01-02
1720,0,2019-02-06,2018-06-09
1721,0,2019-02-06,2018-12-03
1722,0,2019-02-06,2014-07-22
1723,0,2019-02-06,2018-07-20
1724,0,2019-02-06,2019-01-22
1725,0,2019-02-06,2018-12-13
1726,0,2019-02-06,2015-11-20
1727,0,2019-02-06,2019-01-31
1728,0,2019-02-06,2017-11-08
1729,0,2019-02-06,2017-05-04
1730,0,2019-02-06,2016-11-05
1731,0,2019-02-06,2018-09-04
1732,0,2019-02-06,2016-09-16
1733,0,2019-02-06,2014-07-21
1734,0,2019-02-06,2015-07-20
1735,0,2019-02-06,2017-09-25
1736,0,2019-02-06,2018-11-25
1737,0,2019-02-06,2019-01-22
1738,0,2019-02-06,2017-04-07
1739,0,2019-02-06,2019-01-27
1740,0,2019-02-06,2018-05-20
1741,0,2019-02-06,2018-04-05
1742,0,2019-02-06,2016-12-11
1743,0,2019-02-06,2016-06-06
1744,0,2019-02-06,2018-03-29
1745,0,2019-02-06,2017-07-15
1746,0,2019-02-06,2019-01-15
1747,0,2019-02-06,2018-08-13
1748,0,2019-02-06,2017-10-02
1749,0,2019-02-06,2019-01-13
1750,0,2019-02-06,2019-01-19
1751,0,2019-02-06,2017-11-15
1752,0,2019-02-06,2017-01-03
1753,0,2019-02-06,2015-07-18
1754,0,2019-02-06,2018-10-30
1755,0,2019-02-06,2018-09-02
1756,0,2019-02-06,2016-01-08
1757,0,2019-02-06,2018-02-07
1758,0,2019-02-06,2017-01-07
1759,0,2019-02-06,2019-01-10
1760,0,2019-02-06,2018-12-24
1761,0,2019-02-06,2018-01-19
1762,0,2019-02-06,2018-11-10
1763,0,2019-02-06,2019-02-01
1764,0,2019-02-06,2014-08-24
1765,0,2019-02-06,2018-05-01
1766,0,2019-02-06,2019-01-23
1767,0,2019-02-06,2018-07-11
1768,0,2019-02-06,2018-05-11
1769,0,2019-02-06,2017-09-10
1770,0,2019-02-06,2019-02-02
1771,0,2019-02-06,2018-06-29
1772,0,2019-02-06,2016-12-24
1773,0,2019-02-06,2017-08-01
1774,0,2019-02-06,2018-11-15
1775,0,2019-02-06,2018-01-24
1776,0,2019-02-06,2019-02-03
1777,0,2019-02-06,2018-03-01
1778,0,2019-02-06,2018-09-24
1779,0,2019-02-06,2016-06-30
1780,0,2019-02-06,2017-11-29
1781,0,2019-02-06,2018-05-07
1782,0,2019-02-06,2016-01-19
1783,0,2019-02-06,2017-09-12
1784,0,2019-02-06,2017-12-30
1785,0,2019-02-06,2018-08-30
1786,0,2019-02-06,2018-01-19
1787,0,2019-02-06,2017-10-21
1788,0,2019-02-06,2018-06-20
1789,0,2019-02-06,2017-01-18
1790,0,2019-02-06,2018-02-04
1791,0,2019-02-06,2018-05-28
1792,0,2019-02-06,2016-10-04
1793,0,2019-02-06,2018-10-25
1794,0,2019-02-06,2015-05-20
1795,0,2019-02-06,2017-05-31
1796,0,2019-02-06,2019-02-01
1797,0,2019-02-06,2018-12-04
1798,0,2019-02-06,2017-04-14
1799,0,2019-02-06,2016-08-09
1800,0,2019-02-06,2019-01-10
1801,0,2019-02-06,2018-04-06
1802,0,2019-02-06,2018-10-14
1803,0,2019-02-06,2017-09-01
1804,0,2019-02-06,2016-01-21
1805,0,2019-02-06,2017-05-24
1806,0,2019-02-06,2017-11-17
1807,0,2019-02-06,2016-12-03
1808,0,2019-02-06,2018-02-10
1809,0,2019-02-06,2018-03-20
1810,0,2019-02-06,2018-01-28
1811,0,2019-02-06,2013-04-05
1812,0,2019-02-06,2018-08-02
1813,0,2019-02-06,2017-11-10
1814,0,2019-02-06,2013-08-06
1815,0,2019-02-06,2018-04-21
1816,0,2019-02-06,2018-12-18
1817,0,2019-02-06,2014-08-01
1818,0,2019-02-06,2015-10-21
1819,0,2019-02-06,2019-02-03
1820,0,2019-02-06,2017-11-29
1821,0,2019-02-06,2017-07-12
1822,0,2019-02-06,2018-06-24
1823,0,2019-02-06,2018-07-19
1824,0,2019-02-06,2013-08-21
1825,0,2019-02-06,2018-11-16
1826,0,2019-02-06,2017-05-20
1827,0,2019-02-06,2018-07-24
1828,0,2019-02-06,2018-09-10
1829,0,2019-02-06,2017-01-18
1830,0,2019-02-06,2018-10-23
1831,0,2019-02-06,2017-11-24
1832,0,2019-02-06,2018-08-19
1833,0,2019-02-06,2013-12-21
1834,0,2019-02-06,2018-08-30
1835,0,2019-02-06,2017-10-02
1836,0,2019-02-06,2017-09-19
1837,0,2019-02-06,2017-11-17
1838,0,2019-02-06,2014-08-15
1839,0,2019-02-06,2019-01-25
1840,0,2019-02-06,2019-01-30
1841,0,2019-02-06,2018-04-08
1842,0,2019-02-06,2013-11-24
1843,0,2019-02-06,2012-04-27
1844,0,2019-02-06,2019-01-20
1845,0,2019-02-06,2018-08-15
1846,0,2019-02-06,2018-01-12
1847,0,2019-02-06,2015-04-15
1848,0,2019-02-06,2019-01-27
1849,0,2019-02-06,2014-08-21
1850,0,2019-02-06,2015-05-09
1851,0,2019-02-06,2017-03-14
1852,0,2019-02-06,2018-03-23
1853,0,2019-02-06,2017-04-02
1854,0,2019-02-06,2016-10-24
1855,0,2019-02-06,2019-01-21
1856,0,2019-02-06,2017-01-27
1857,0,2019-02-06,2016-04-02
1858,0,2019-02-06,2018-08-10
1859,0,2019-02-06,2018-09-14
1860,0,2019-02-06,2019-02-04
1861,0,2019-02-06,2018-09-29
1862,0,2019-02-06,2018-10-09
1863,0,2019-02-06,2018-03-26
1864,0,2019-02-06,2019-01-13
1865,0,2019-02-06,2017-06-23
1866,0,2019-02-06,2015-05-07
1867,0,2019-02-06,2016-09-02
1868,0,2019-02-06,2019-01-04
1869,0,2019-02-06,2018-08-01
1870,0,2019-02-06,2017-06-17
1871,0,2019-02-06,2018-09-28
1872,0,2019-02-06,2018-05-25
1873,0,2019-02-06,2015-06-29
1874,0,2019-02-06,2018-04-16
1875,0,2019-02-06,2014-06-08
1876,0,2019-02-06,2018-01-04
1877,0,2019-02-06,2017-01-23
1878,0,2019-02-06,2018-04-22
1879,0,2019-02-06,2017-10-17
1880,0,2019-02-06,2019-01-26
1881,0,2019-02-06,2015-11-10
1882,0,2019-02-06,2019-01-27
1883,0,2019-02-06,2018-03-10
1884,0,2019-02-06,2017-02-12
1885,0,2019-02-06,2017-03-23
1886,0,2019-02-06,2016-08-19
1887,0,2019-02-06,2014-07-14
1888,0,2019-02-06,2013-07-03
1889,0,2019-02-06,2018-05-17
1890,0,2019-02-06,2018-12-26
1891,0,2019-02-06,2018-12-25
1892,0,2019-02-06,2016-06-02
1893,0,2019-02-06,2019-01-29
1894,0,2019-02-06,2016-02-15
1895,0,2019-02-06,2013-07-23
1896,0,2019-02-06,2017-03-15
1897,0,2019-02-06,2016-03-24
1898,0,2019-02-06,2018-02-01
1899,0,2019-02-06,2019-01-25
1900,0,2019-02-06,2015-08-01
1901,0,2019-02-06,2013-10-11
1902,0,2019-02-06,2019-01-26
1903,0,2019-02-06,2017-03-01
1904,0,2019-02-06,2017-04-01
1905,0,2019-02-06,2017-05-08
1906,0,2019-02-06,2018-03-20
1907,0,2019-02-06,2017-11-29
1908,0,2019-02-06,2018-09-29
1909,0,2019-02-06,2016-07-07
1910,0,2019-02-06,2018-10-24
1911,0,2019-02-06,2019-01-04
1912,0,2019-02-06,2018-03-17
1913,0,2019-02-06,2016-10-22
1914,0,2019-02-06,2014-09-03
1915,0,2019-02-06,2019-01-08
1916,0,2019-02-06,2018-03-27
1917,0,2019-02-06,2018-08-26
1918,0,2019-02-06,2017-11-14
1919,0,2019-02-06,2013-07-23
1920,0,2019-02-06,2019-01-23
1921,0,2019-02-06,2017-04-13
1922,0,2019-02-06,2015-03-29
1923,0,2019-02-06,2016-07-15
1924,0,2019-02-06,2016-06-01
1925,0,2019-02-06,2016-03-02
1926,0,2019-02-06,2018-04-16
1927,0,2019-02-06,2015-06-14
1928,0,2019-02-06,2018-03-28
1929,0,2019-02-06,2018-04-16
1930,0,2019-02-06,2016-10-18
1931,0,2019-02-06,2018-10-10
1932,0,2019-02-06,2018-09-06
1933,0,2019-02-06,2017-05-23
1934,0,2019-02-06,2018-02-21
1935,0,2019-02-06,2018-10-16
1936,0,2019-02-06,2015-10-04
1937,0,2019-02-06,2013-04-18
1938,0,2019-02-06,2015-12-20
1939,0,2019-02-06,2018-07-17
1940,0,2019-02-06,2014-04-02
1941,0,2019-02-06,2016-10-12
1942,0,2019-02-06,2018-03-12
1943,0,2019-02-06,2017-01-13
1944,0,2019-02-06,2019-01-19
1945,0,2019-02-06,2018-01-28
1946,0,2019-02-06,2019-01-09
1947,0,2019-02-06,2018-04-03
1948,0,2019-02-06,2017-08-14
1949,0,2019-02-06,2017-10-27
1950,0,2019-02-06,2018-12-04
1951,0,2019-02-06,2016-07-15
1952,0,2019-02-06,2018-04-30
1953,0,2019-02-06,2017-09-28
1954,0,2019-02-06,2012-07-31
1955,0,2019-02-06,2017-01-26
1956,0,2019-02-06,2013-01-18
1957,0,2019-02-06,2019-01-03
1958,0,2019-02-06,2019-01-28
1959,0,2019-02-06,2017-04-11
1960,0,2019-02-06,2017-08-27
1961,0,2019-02-06,2017-10-20
1962,0,2019-02-06,2016-01-19
1963,0,2019-02-06,2017-02-12
1964,0,2019-02-06,2015-08-02
1965,0,2019-02-06,2019-01-20
1966,0,2019-02-06,2019-01-08
1967,0,2019-02-06,2016-09-21
1968,0,2019-02-06,2015-09-11
1969,0,2019-02-06,2015-08-17
1970,0,2019-02-06,2019-01-18
1971,0,2019-02-06,2019-01-29
1972,0,2019-02-06,2017-09-28
1973,0,2019-02-06,2016-12-27
1974,0,2019-02-06,2017-08-26
1975,0,2019-02-06,2016-10-02
1976,0,2019-02-06,2016-06-04
1977,0,2019-02-06,2013-01-25
1978,0,2019-02-06,2018-06-18
1979,0,2019-02-06,2018-06-26
1980,0,2019-02-06,2018-11-16
1981,0,2019-02-06,2017-05-15
1982,0,2019-02-06,2018-10-11
1983,0,2019-02-06,2019-01-22
1984,0,2019-02-06,2016-10-01
1985,0,2019-02-06,2013-12-29
1986,0,2019-02-06,2018-12-19
1987,0,2019-02-06,2019-02-03
1988,0,2019-02-06,2018-05-14
1989,0,2019-02-06,2017-04-22
1990,0,2019-02-06,2013-06-09
1991,0,2019-02-06,2018-11-02
1992,0,2019-02-06,2017-05-20
1993,0,2019-02-06,2017-04-30
1994,0,2019-02-06,2015-11-29
1995,0,2019-02-06,2017-03-27
1996,0,2019-02-06,2017-09-07
1997,0,2019-02-06,2014-06-15
1998,0,2019-02-06,2013-02-04
1999,0,2019-02-06,2018-12-02
2000,0,2019-02-06,2018-12-28
2001,0,2019-02-06,2015-09-03
2002,0,2019-02-06,2015-11-15
2003,0,2019-02-06,2017-10-03
2004,0,2019-02-06,2017-09-09
2005,0,2019-02-06,2017-03-30
2006,0,2019-02-06,2016-09-08
2007,0,2019-02-06,2016-11-14
2008,0,2019-02-06,2019-01-30
2009,0,2019-02-06,2018-08-21
2010,0,2019-02-06,2018-02-13
2011,0,2019-02-06,2017-05-06
2012,0,2019-02-06,2018-04-21
2013,0,2019-02-06,2017-02-21
2014,0,2019-02-06,2018-06-27
2015,0,2019-02-06,2015-03-09
2016,0,2019-02-06,2019-01-24
2017,0,2019-02-06,2016-08-24
2018,0,2019-02-06,2018-06-04
2019,0,2019-02-06,2014-03-27
2020,0,2019-02-06,2017-07-01
2021,0,2019-02-06,2018-02-20
2022,0,2019-02-06,2014-08-05
2023,0,2019-02-06,2017-06-18
2024,0,2019-02-06,2013-03-04
2025,0,2019-02-06,2017-06-27
2026,0,2019-02-06,2017-10-19
2027,0,2019-02-06,2016-01-29
2028,0,2019-02-06,2015-11-28
2029,0,2019-02-06,2016-11-16
2030,0,2019-02-06,2018-01-11
2031,0,2019-02-06,2018-06-18
2032,0,2019-02-06,2015-06-29
2033,0,2019-02-06,2016-12-29
2034,0,2019-02-06,2017-09-12
2035,0,2019-02-06,2018-12-15
2036,0,2019-02-06,2018-12-19
2037,0,2019-02-06,2017-07-01
2038,0,2019-02-06,2019-01-09
2039,0,2019-02-06,2017-01-18
2040,0,2019-02-06,2018-06-27
2041,0,2019-02-06,2018-05-23
2042,0,2019-02-06,2018-04-02
2043,0,2019-02-06,2017-05-23
2044,0,2019-02-06,2013-08-01
2045,0,2019-02-06,2017-01-06
2046,0,2019-02-06,2016-02-20
2047,0,2019-02-06,2017-04-06
2048,0,2019-02-06,2018-12-02
2049,0,2019-02-06,2015-08-08
2050,0,2019-02-06,2019-02-02
2051,0,2019-02-06,2017-05-17
2052,0,2019-02-06,2017-10-08
2053,0,2019-02-06,2017-04-22
2054,0,2019-02-06,2014-11-08
2055,0,2019-02-06,2016-10-28
2056,0,2019-02-06,2018-06-04
2057,0,2019-02-06,2018-10-24
2058,0,2019-02-06,2018-11-08
2059,0,2019-02-06,2015-09-01
2060,0,2019-02-06,2018-06-08
2061,0,2019-02-06,2016-01-19
2062,0,2019-02-06,2018-09-11
2063,0,2019-02-06,2018-06-23
2064,0,2019-02-06,2019-01-10
2065,0,2019-02-06,2016-03-15
2066,0,2019-02-06,2018-12-25
2067,0,2019-02-06,2018-03-18
2068,0,2019-02-06,2015-10-21
2069,0,2019-02-06,2017-11-16
2070,0,2019-02-06,2019-02-04
2071,0,2019-02-06,2019-01-06
2072,0,2019-02-06,2018-11-26
2073,0,2019-02-06,2019-01-17
2074,0,2019-02-06,2016-07-14
2075,0,2019-02-06,2017-01-27
2076,0,2019-02-06,2016-08-02
2077,0,2019-02-06,2018-12-17
2078,0,2019-02-06,2018-09-13
2079,0,2019-02-06,2019-01-04
2080,0,2019-02-06,2016-10-18
2081,0,2019-02-06,2019-01-22
2082,0,2019-02-06,2017-01-24
2083,0,2019-02-06,2018-12-20
2084,0,2019-02-06,2013-09-18
2085,0,2019-02-06,2016-06-14
2086,0,2019-02-06,2019-02-01
2087,0,2019-02-06,2016-11-07
2088,0,2019-02-06,2015-07-29
2089,0,2019-02-06,2018-01-02
2090,0,2019-02-06,2018-07-08
2091,0,2019-02-06,2018-07-10
2092,0,2019-02-06,2018-07-15
2093,0,2019-02-06,2019-01-18
2094,0,2019-02-06,2016-12-01
2095,0,2019-02-06,2019-01-03
2096,0,2019-02-06,2018-06-09
2097,0,2019-02-06,2018-12-15
2098,0,2019-02-06,2016-05-08
2099,0,2019-02-06,2014-07-10
2100,0,2019-02-06,2013-08-17
2101,0,2019-02-06,2018-10-18
2102,0,2019-02-06,2018-08-04
2103,0,2019-02-06,2017-11-01
2104,0,2019-02-06,2018-10-31
2105,0,2019-02-06,2014-04-01
2106,0,2019-02-06,2016-10-07
2107,0,2019-02-06,2018-12-04
2108,0,2019-02-06,2018-03-18
2109,0,2019-02-06,2016-01-22
2110,0,2019-02-06,2017-05-10
2111,0,2019-02-06,2012-09-16
2112,0,2019-02-06,2018-06-18
2113,0,2019-02-06,2015-12-07
2114,0,2019-02-06,2013-04-20
2115,0,2019-02-06,2018-11-01
2116,0,2019-02-06,2018-05-26
2117,0,2019-02-06,2016-11-07
2118,0,2019-02-06,2017-02-24
2119,0,2019-02-06,2013-09-03
2120,0,2019-02-06,2018-12-13
2121,0,2019-02-06,2019-01-20
2122,0,2019-02-06,2018-04-02
2123,0,2019-02-06,2012-12-04
2124,0,2019-02-06,2017-01-10
2125,0,2019-02-06,2015-11-16
2126,0,2019-02-06,2015-11-19
2127,0,2019-02-06,2015-07-28
2128,0,2019-02-06,2019-01-10
2129,0,2019-02-06,2018-02-25
2130,0,2019-02-06,2014-04-24
2131,0,2019-02-06,2018-07-30
2132,0,2019-02-06,2019-02-04
2133,0,2019-02-06,2017-02-25
2134,0,2019-02-06,2018-07-05
2135,0,2019-02-06,2017-12-21
2136,0,2019-02-06,2018-08-18
2137,0,2019-02-06,2017-04-23
2138,0,2019-02-06,2015-06-28
2139,0,2019-02-06,2018-08-30
2140,0,2019-02-06,2019-02-02
2141,0,2019-02-06,2018-11-07
2142,0,2019-02-06,2015-09-13
2143,0,2019-02-06,2019-01-11
2144,0,2019-02-06,2018-07-02
2145,0,2019-02-06,2013-12-30
2146,0,2019-02-06,2018-05-09
2147,0,2019-02-06,2017-03-21
2148,0,2019-02-06,2019-01-19
2149,0,2019-02-06,2019-01-25
2150,0,2019-02-06,2016-04-16
2151,0,2019-02-06,2017-12-05
2152,0,2019-02-06,2018-10-30
2153,0,2019-02-06,2018-01-10
2154,0,2019-02-06,2019-02-01
2155,0,2019-02-06,2013-05-22
2156,0,2019-02-06,2018-06-22
2157,0,2019-02-06,2018-07-28
2158,0,2019-02-06,2018-12-02
2159,0,2019-02-06,2013-09-14
2160,0,2019-02-06,2016-12-20
2161,0,2019-02-06,2013-10-15
2162,0,2019-02-06,2018-04-14
2163,0,2019-02-06,2018-12-05
2164,0,2019-02-06,2018-09-21
2165,0,2019-02-06,2017-11-01
2166,0,2019-02-06,2018-08-17
2167,0,2019-02-06,2016-11-03
2168,0,2019-02-06,2016-10-28
2169,0,2019-02-06,2017-10-16
2170,0,2019-02-06,2017-04-10
2171,0,2019-02-06,2016-07-20
2172,0,2019-02-06,2014-06-23
2173,0,2019-02-06,2018-06-12
2174,0,2019-02-06,2016-03-07
2175,0,2019-02-06,2015-05-11
2176,0,2019-02-06,2017-05-24
2177,0,2019-02-06,2018-05-17
2178,0,2019-02-06,2018-09-25
2179,0,2019-02-06,2015-11-12
2180,0,2019-02-06,2017-07-02
2181,0,2019-02-06,2016-04-01
2182,0,2019-02-06,2018-06-18
2183,0,2019-02-06,2016-04-02
2184,0,2019-02-06,2018-02-24
2185,0,2019-02-06,2014-11-22
2186,0,2019-02-06,2018-05-24
2187,0,2019-02-06,2016-09-23
2188,0,2019-02-06,2018-01-26
2189,0,2019-02-06,2017-06-13
2190,0,2019-02-06,2017-07-02
2191,0,2019-02-06,2018-12-29
2192,0,2019-02-06,2018-05-17
2193,0,2019-02-06,2018-03-14
2194,0,2019-02-06,2016-10-14
2195,0,2019-02-06,2019-01-24
2196,0,2019-02-06,2018-03-07
2197,0,2019-02-06,2018-09-09
2198,0,2019-02-06,2016-12-17
2199,0,2019-02-06,2014-04-10
2200,0,2019-02-06,2018-07-03
2201,0,2019-02-06,2018-04-12
2202,0,2019-02-06,2018-07-13
2203,0,2019-02-06,2016-06-05
2204,0,2019-02-06,2018-10-18
2205,0,2019-02-06,2015-12-24
2206,0,2019-02-06,2017-12-27
2207,0,2019-02-06,2017-11-07
2208,0,2019-02-06,2019-02-02
2209,0,2019-02-06,2017-10-08
2210,0,2019-02-06,2019-01-22
2211,0,2019-02-06,2018-09-08
2212,0,2019-02-06,2017-11-01
2213,0,2019-02-06,2015-09-30
2214,0,2019-02-06,2018-12-28
2215,0,2019-02-06,2018-04-07
2216,0,2019-02-06,2017-11-08
2217,0,2019-02-06,2016-09-17
2218,0,2019-02-06,2017-01-27
2219,0,2019-02-06,2018-06-25
2220,0,2019-02-06,2018-06-12
2221,0,2019-02-06,2019-02-03
2222,0,2019-02-06,2018-10-30
2223,0,2019-02-06,2018-12-04
2224,0,2019-02-06,2016-11-20
2225,0,2019-02-06,2018-06-06
2226,0,2019-02-06,2018-12-06
2227,0,2019-02-06,2019-01-27
2228,0,2019-02-06,2013-02-20
2229,0,2019-02-06,2019-02-02
2230,0,2019-02-06,2015-08-24
2231,0,2019-02-06,2018-01-11
2232,0,2019-02-06,2018-12-26
2233,0,2019-02-06,2017-02-14
2234,0,2019-02-06,2018-08-17
2235,0,2019-02-06,2019-01-03
2236,0,2019-02-06,2016-03-24
2237,0,2019-02-06,2018-05-31
2238,0,2019-02-06,2017-09-30
2239,0,2019-02-06,2019-01-03
2240,0,2019-02-06,2017-11-16
2241,0,2019-02-06,2018-05-16
2242,0,2019-02-06,2012-06-12
2243,0,2019-02-06,2015-11-08
2244,0,2019-02-06,2016-08-22
2245,0,2019-02-06,2018-08-31
2246,0,2019-02-06,2016-07-04
2247,0,2019-02-06,2018-05-02
2248,0,2019-02-06,2013-08-05
2249,0,2019-02-06,2016-12-20
2250,0,2019-02-06,2018-05-09
2251,0,2019-02-06,2018-04-30
2252,0,2019-02-06,2017-08-02
2253,0,2019-02-06,2015-07-22
2254,0,2019-02-06,2019-01-18
2255,0,2019-02-06,2018-01-16
2256,0,2019-02-06,2015-09-19
2257,0,2019-02-06,2016-01-01
2258,0,2019-02-06,2019-01-26
2259,0,2019-02-06,2016-03-23
2260,0,2019-02-06,2018-03-09
2261,0,2019-02-06,2017-10-03
2262,0,2019-02-06,2013-01-26
2263,0,2019-02-06,2018-10-30
2264,0,2019-02-06,2018-07-17
2265,0,2019-02-06,2019-01-29
2266,0,2019-02-06,2017-11-25
2267,0,2019-02-06,2018-05-10
2268,0,2019-02-06,2015-04-14
2269,0,2019-02-06,2016-03-03
2270,0,2019-02-06,2018-04-06
2271,0,2019-02-06,2018-03-23
2272,0,2019-02-06,2014-12-03
2273,0,2019-02-06,2015-10-11
2274,0,2019-02-06,2014-05-07
2275,0,2019-02-06,2014-02-13
2276,0,2019-02-06,2017-04-07
2277,0,2019-02-06,2017-03-10
2278,0,2019-02-06,2018-04-17
2279,0,2019-02-06,2019-01-26
2280,0,2019-02-06,2017-08-20
2281,0,2019-02-06,2015-06-21
2282,0,2019-02-06,2018-07-23
2283,0,2019-02-06,2010-12-26
2284,0,2019-02-06,2019-01-22
2285,0,2019-02-06,2018-06-04
2286,0,2019-02-06,2019-02-03
2287,0,2019-02-06,2015-05-03
2288,0,2019-02-06,2015-04-29
2289,0,2019-02-06,2016-03-24
2290,0,2019-02-06,2018-10-05
2291,0,2019-02-06,2018-07-19
2292,0,2019-02-06,2016-08-05
2293,0,2019-02-06,2018-04-26
2294,0,2019-02-06,2017-11-20
2295,0,2019-02-06,2018-01-17
2296,0,2019-02-06,2016-07-09
2297,0,2019-02-06,2018-01-26
2298,0,2019-02-06,2019-01-21
2299,0,2019-02-06,2017-03-30
2300,0,2019-02-06,2017-01-18
2301,0,2019-02-06,2019-01-16
2302,0,2019-02-06,2018-12-15
2303,0,2019-02-06,2017-03-08
2304,0,2019-02-06,2017-08-08
2305,0,2019-02-06,2018-11-04
2306,0,2019-02-06,2018-10-24
2307,0,2019-02-06,2016-08-22
2308,0,2019-02-06,2019-02-01
2309,0,2019-02-06,2017-06-08
2310,0,2019-02-06,2017-12-15
2311,0,2019-02-06,2017-04-27
2312,0,2019-02-06,2018-11-06
2313,0,2019-02-06,2018-10-06
2314,0,2019-02-06,2016-02-23
2315,0,2019-02-06,2015-05-08
2316,0,2019-02-06,2019-01-21
2317,0,2019-02-06,2016-07-04
2318,0,2019-02-06,2018-11-10
2319,0,2019-02-06,2014-04-16
2320,0,2019-02-06,2015-09-29
2321,0,2019-02-06,2018-07-08
2322,0,2019-02-06,2016-04-26
2323,0,2019-02-06,2017-07-06
2324,0,2019-02-06,2019-01-10
2325,0,2019-02-06,2017-04-04
2326,0,2019-02-06,2016-03-22
2327,0,2019-02-06,2014-02-04
2328,0,2019-02-06,2013-08-14
2329,0,2019-02-06,2018-11-05
2330,0,2019-02-06,2019-01-18
2331,0,2019-02-06,2018-06-20
2332,0,2019-02-06,2016-04-09
2333,0,2019-02-06,2016-12-20
2334,0,2019-02-06,2015-06-01
2335,0,2019-02-06,2018-03-30
2336,0,2019-02-06,2017-06-29
2337,0,2019-02-06,2017-11-28
2338,0,2019-02-06,2017-10-02
2339,0,2019-02-06,2016-12-11
2340,0,2019-02-06,2017-11-05
2341,0,2019-02-06,2016-04-24
2342,0,2019-02-06,2019-01-24
2343,0,2019-02-06,2018-12-25
2344,0,2019-02-06,2017-11-08
2345,0,2019-02-06,2016-07-21
2346,0,2019-02-06,2018-11-29
2347,0,2019-02-06,2019-01-15
2348,0,2019-02-06,2019-01-26
2349,0,2019-02-06,2015-02-25
2350,0,2019-02-06,2018-12-15
2351,0,2019-02-06,2017-02-06
2352,0,2019-02-06,2012-08-18
2353,0,2019-02-06,2018-04-30
2354,0,2019-02-06,2017-11-27
2355,0,2019-02-06,2018-02-20
2356,0,2019-02-06,2018-11-02
2357,0,2019-02-06,2018-01-23
2358,0,2019-02-06,2018-11-24
2359,0,2019-02-06,2018-05-27
2360,0,2019-02-06,2013-10-13
2361,0,2019-02-06,2019-01-24
2362,0,2019-02-06,2018-04-12
